"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0007267","cell-cell signaling","BP",1135,266,231,4.8554238654706e-07,9.61168240675569e-05
"GO:0040011","locomotion","BP",1348,309,256,4.89994609743691e-07,0.00293768935694347
"GO:2001233","regulation of apoptotic signaling pathway","BP",299,88,63,4.91365210412524e-07,0.0159061301956314
"GO:0010638","positive regulation of organelle organization","BP",378,106,91,4.93165183525697e-07,4.74802677491596e-05
"GO:0045597","positive regulation of cell differentiation","BP",616,158,146,5.12715795615537e-07,7.55527063518175e-07
"GO:0010035","response to inorganic substance","BP",389,96,101,0.000367029400415782,5.3766372407782e-07
"GO:1905114","cell surface receptor signaling pathway involved in cell-cell signaling","BP",392,109,85,5.37924375458477e-07,0.00263558480980946
"GO:0030163","protein catabolic process","BP",744,185,150,5.4679821006355e-07,0.00227362055601086
"GO:0051493","regulation of cytoskeleton organization","BP",399,107,103,4.2468996611454e-06,5.59252864886563e-07
"GO:0044265","cellular macromolecule catabolic process","BP",879,213,191,5.88966343773457e-07,8.10454489943077e-06
"GO:0031344","regulation of cell projection organization","BP",504,130,124,3.78689144294944e-06,6.75856172840917e-07
"GO:0035196","production of miRNAs involved in gene silencing by miRNA","BP",40,21,10,6.88416325442544e-07,0.102516775917652
"GO:0008380","RNA splicing","BP",323,93,83,6.93748632071485e-07,8.15782691812549e-06
"GO:0043604","amide biosynthetic process","BP",666,168,139,7.0178744449212e-07,0.000814049517643677
"GO:0031401","positive regulation of protein modification process","BP",740,176,170,1.78723632985023e-05,8.02577397068782e-07
"GO:0010558","negative regulation of macromolecule biosynthetic process","BP",1142,266,242,8.29081617569454e-07,3.62873714232083e-06
"GO:0042326","negative regulation of phosphorylation","BP",278,61,77,0.0440611368352219,8.36401533095114e-07
"GO:0043065","positive regulation of apoptotic process","BP",382,106,80,8.5309204493342e-07,0.00860947817527527
"GO:0044419","biological process involved in interspecies interaction between organisms","BP",1159,265,249,4.085593355721e-06,8.65327417748199e-07
"GO:0072359","circulatory system development","BP",816,199,168,8.72606887116694e-07,0.000483657519482851
"GO:0016032","viral process","BP",325,93,83,9.33362418295259e-07,1.04722523790129e-05
"GO:0043068","positive regulation of programmed cell death","BP",392,108,82,9.80223405678244e-07,0.00813669679030402
"GO:0098727","maintenance of cell number","BP",99,38,17,1.0472711335321e-06,0.441688358874948
"GO:0120035","regulation of plasma membrane bounded cell projection organization","BP",488,126,120,5.03196081705908e-06,1.04762919552704e-06
"GO:0035239","tube morphogenesis","BP",637,161,120,1.0515681781967e-06,0.0415018324660154
"GO:1901137","carbohydrate derivative biosynthetic process","BP",456,122,97,1.05940275059654e-06,0.0025761975691853
"GO:0051301","cell division","BP",475,126,105,1.1520890317343e-06,0.000447643257183434
"GO:0051248","negative regulation of protein metabolic process","BP",812,188,183,4.94908061222694e-05,1.16087338174842e-06
"GO:0060562","epithelial tube morphogenesis","BP",224,69,47,1.38155995184162e-06,0.0356055754323099
"GO:0006403","RNA localization","BP",155,39,49,0.0133141241949216,1.4901766890028e-06
"GO:0001817","regulation of cytokine production","BP",561,144,127,1.55397250401823e-06,3.97335664490199e-05
"GO:0071417","cellular response to organonitrogen compound","BP",464,123,101,1.59584897058925e-06,0.000981720670256907
"GO:0042391","regulation of membrane potential","BP",311,77,83,0.00119837889717139,1.66447565981092e-06
"GO:0071479","cellular response to ionizing radiation","BP",58,26,20,1.75700460504805e-06,0.000528898524053106
"GO:0016358","dendrite development","BP",187,54,56,0.000127643291323533,1.90952398071575e-06
"GO:0045807","positive regulation of endocytosis","BP",78,25,30,0.00164396294010807,1.92833136902095e-06
"GO:0050806","positive regulation of synaptic transmission","BP",114,40,39,7.55302289110276e-06,1.9825881687714e-06
"GO:0022603","regulation of anatomical structure morphogenesis","BP",688,167,158,8.74991943962926e-06,2.00020503833679e-06
"GO:0033044","regulation of chromosome organization","BP",172,56,46,2.00060902865448e-06,0.000302182211077254
"GO:0032269","negative regulation of cellular protein metabolic process","BP",761,173,172,0.000258939305326432,2.02145544336773e-06
"GO:0006952","defense response","BP",1199,275,247,2.05495939833484e-06,2.36911128602239e-05
"GO:0000280","nuclear division","BP",332,83,87,0.000579167214407712,2.14009077413951e-06
"GO:0048646","anatomical structure formation involved in morphogenesis","BP",841,202,177,2.18229088581743e-06,0.000108108933339377
"GO:1903311","regulation of mRNA metabolic process","BP",238,68,67,2.70073725488165e-05,2.27945664628873e-06
"GO:0032886","regulation of microtubule-based process","BP",206,61,60,2.13470586298867e-05,2.29210096648879e-06
"GO:0019827","stem cell population maintenance","BP",98,37,17,2.29850348605041e-06,0.424043784202828
"GO:0010975","regulation of neuron projection development","BP",338,87,88,0.00015411260637961,2.49902920989554e-06
"GO:0000003","reproduction","BP",1058,246,218,2.5004689677695e-06,7.04954763215102e-05
"GO:0046822","regulation of nucleocytoplasmic transport","BP",80,32,16,2.57247902090562e-06,0.218454815873843
"GO:0006397","mRNA processing","BP",368,101,92,2.6142053234896e-06,9.07088775829681e-06
"GO:0009968","negative regulation of signal transduction","BP",944,213,206,8.42876660843442e-05,2.65163742155267e-06
"GO:0001816","cytokine production","BP",571,145,128,2.71192333942704e-06,5.93210270552226e-05
"GO:0006357","regulation of transcription by RNA polymerase II","BP",1826,397,367,3.87731157763016e-06,2.72769328470463e-06
"GO:0048870","cell motility","BP",1228,280,229,2.73580401190895e-06,0.010908538832574
"GO:0051674","localization of cell","BP",1228,280,229,2.73580401190895e-06,0.010908538832574
"GO:0002009","morphogenesis of an epithelium","BP",346,96,67,2.76486265637452e-06,0.0668640446853668
"GO:0034504","protein localization to nucleus","BP",224,68,59,2.89997497753513e-06,7.45160603822886e-05
"GO:0045936","negative regulation of phosphate metabolic process","BP",320,70,84,0.0351616216193689,2.95545459313387e-06
"GO:0043408","regulation of MAPK cascade","BP",498,116,120,0.00102351534868789,3.07142401910511e-06
"GO:0070918","primary sncRNA processing","BP",43,21,11,3.18114400195844e-06,0.078109220670366
"GO:0002253","activation of immune response","BP",259,76,66,3.24075312624002e-06,8.59412366733088e-05
"GO:0030155","regulation of cell adhesion","BP",554,141,124,3.25892170650476e-06,8.23563372748484e-05
"GO:0010563","negative regulation of phosphorus metabolic process","BP",321,70,84,0.037352251987007,3.37496615674533e-06
"GO:0048729","tissue morphogenesis","BP",411,110,80,3.4618012100908e-06,0.044569567339365
"GO:0001933","negative regulation of protein phosphorylation","BP",250,54,69,0.070213329937808,3.47438297760799e-06
"GO:0006325","chromatin organization","BP",464,108,113,0.00153259518618004,3.48862186634023e-06
"GO:0009890","negative regulation of biosynthetic process","BP",1212,275,255,5.05236858720071e-06,3.48972062017722e-06
"GO:0046903","secretion","BP",659,163,118,3.57309853082833e-06,0.13011943011715
"GO:0022414","reproductive process","BP",1055,244,217,4.16127173326919e-06,8.17107382315047e-05
"GO:0002252","immune effector process","BP",468,122,96,4.29474869160846e-06,0.00790169184497942
"GO:0044255","cellular lipid metabolic process","BP",757,183,162,4.29714506539586e-06,8.86070026902989e-05
"GO:0009725","response to hormone","BP",623,155,138,4.3502999824054e-06,5.6462783161066e-05
"GO:0044270","cellular nitrogen compound catabolic process","BP",357,82,91,0.00745293998389218,4.37635179503105e-06
"GO:0045785","positive regulation of cell adhesion","BP",323,90,79,4.62812747009497e-06,8.32486338263273e-05
"GO:0019637","organophosphate metabolic process","BP",686,168,152,4.76051297449689e-06,2.38237217859493e-05
"GO:0044257","cellular protein catabolic process","BP",624,155,127,4.787691071467e-06,0.00338429321094386
"GO:0050854","regulation of antigen receptor-mediated signaling pathway","BP",51,14,22,0.0582371861539453,4.97213581509581e-06
"GO:0072521","purine-containing compound metabolic process","BP",297,84,68,5.0649714930938e-06,0.0016689817955566
"GO:0031327","negative regulation of cellular biosynthetic process","BP",1193,271,250,5.40559517300741e-06,5.93700685932701e-06
"GO:0097061","dendritic spine organization","BP",66,20,26,0.00912432238175934,5.47340657683102e-06
"GO:0050000","chromosome localization","BP",68,28,20,5.51643278629294e-06,0.00461322395138086
"GO:0097191","extrinsic apoptotic signaling pathway","BP",169,54,44,5.66394587713602e-06,0.000746257657772632
"GO:0030900","forebrain development","BP",289,82,63,5.70981296003529e-06,0.00768638502144122
"GO:0019693","ribose phosphate metabolic process","BP",289,82,63,5.70981296003529e-06,0.00768638502144122
"GO:0008088","axo-dendritic transport","BP",70,17,27,0.106215274198959,5.82026707305391e-06
"GO:0008284","positive regulation of cell population proliferation","BP",650,160,128,5.86972346517945e-06,0.00997247548609283
"GO:0002090","regulation of receptor internalization","BP",41,18,19,9.50136772051712e-05,6.09098084642676e-06
"GO:2001252","positive regulation of chromosome organization","BP",72,29,18,6.36454864454718e-06,0.0366640356854099
"GO:0006163","purine nucleotide metabolic process","BP",281,80,64,6.42861513182101e-06,0.00255552260751564
"GO:0009259","ribonucleotide metabolic process","BP",281,80,61,6.42861513182101e-06,0.00941612297074313
"GO:0034329","cell junction assembly","BP",326,69,84,0.0660516715149415,6.44856200054179e-06
"GO:0016477","cell migration","BP",1086,249,201,6.49810097521606e-06,0.0216664650800885
"GO:0051603","proteolysis involved in cellular protein catabolic process","BP",575,144,117,6.51643187346192e-06,0.00480151604783575
"GO:1990778","protein localization to cell periphery","BP",259,71,70,7.8325128065695e-05,6.56426334508509e-06
"GO:0051050","positive regulation of transport","BP",657,161,147,7.19439685746697e-06,1.92126691102946e-05
"GO:0098813","nuclear chromosome segregation","BP",221,66,60,7.3789380556446e-06,2.5011729887823e-05
"GO:2000026","regulation of multicellular organismal development","BP",985,228,211,8.12756399391285e-06,7.41142850065513e-06
"GO:0032101","regulation of response to external stimulus","BP",691,168,139,7.45567978421838e-06,0.00350296327085857
"GO:0051056","regulation of small GTPase mediated signal transduction","BP",234,69,57,7.48693046799256e-06,0.000838705331853742
"GO:0032787","monocarboxylic acid metabolic process","BP",450,117,94,7.63919770384245e-06,0.00509555762307753
"GO:0046700","heterocycle catabolic process","BP",352,79,89,0.0149509178375898,7.84330647342897e-06
"GO:0034655","nucleobase-containing compound catabolic process","BP",323,75,83,0.00776319012884868,8.15782691812549e-06
"GO:0006811","ion transport","BP",1111,221,234,0.0352035493194523,8.24689112583045e-06
"GO:0098930","axonal transport","BP",56,12,23,0.287628465817957,8.2899852685874e-06
"GO:0051169","nuclear transport","BP",239,70,58,8.32932543733886e-06,0.000837427730603172
"GO:0006913","nucleocytoplasmic transport","BP",239,70,58,8.32932543733886e-06,0.000837427730603172
"GO:0007059","chromosome segregation","BP",274,78,68,8.36542220545342e-06,0.000158929217406629
"GO:0010498","proteasomal protein catabolic process","BP",373,100,83,8.73143361344274e-06,0.0013684737320379
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP",248,72,57,8.73645437575616e-06,0.00343877927778352
"GO:0009117","nucleotide metabolic process","BP",355,96,80,8.9294592315639e-06,0.00113200504418581
"GO:0061061","muscle structure development","BP",458,108,110,0.000960648664403118,9.11512381055276e-06
"GO:0051303","establishment of chromosome localization","BP",66,27,19,9.3298322570617e-06,0.00729528665948625
"GO:0010817","regulation of hormone levels","BP",360,97,56,9.45880759468859e-06,0.659876116633952
"GO:0009755","hormone-mediated signaling pathway","BP",147,48,43,9.54723953950882e-06,5.24810968531213e-05
"GO:0048585","negative regulation of response to stimulus","BP",1217,265,253,0.00015411918509836,9.58645500312627e-06
"GO:2001236","regulation of extrinsic apoptotic signaling pathway","BP",115,40,30,9.60804696945443e-06,0.00464205289029661
"GO:0062197","cellular response to chemical stress","BP",253,73,57,9.6233641702863e-06,0.00537853506505561
"GO:0007052","mitotic spindle organization","BP",104,34,35,0.000175301496667937,9.84081430679634e-06
"GO:0030518","intracellular steroid hormone receptor signaling pathway","BP",92,34,28,1.00080620984284e-05,0.000495504773594778
"GO:1903829","positive regulation of protein localization","BP",325,78,83,0.00277227143717936,1.04722523790129e-05
"GO:0050803","regulation of synapse structure or activity","BP",165,40,49,0.022386401527283,1.04755934767785e-05
"GO:0106027","neuron projection organization","BP",72,23,27,0.00259631152796465,1.0762997273606e-05
"GO:0007409","axonogenesis","BP",334,91,73,1.09733948284972e-05,0.00410486431767681
"GO:0044818","mitotic G2/M transition checkpoint","BP",33,17,9,1.11414857840014e-05,0.0751193554911893
"GO:0006305","DNA alkylation","BP",63,26,17,1.12509774532197e-05,0.0206425840822286
"GO:0006306","DNA methylation","BP",63,26,17,1.12509774532197e-05,0.0206425840822286
"GO:0022411","cellular component disassembly","BP",365,89,91,0.000880023684116528,1.13660193164501e-05
"GO:0050857","positive regulation of antigen receptor-mediated signaling pathway","BP",20,7,12,0.0509643489662402,1.14427214964792e-05
"GO:0002092","positive regulation of receptor internalization","BP",20,10,12,0.00102281506077006,1.14427214964792e-05
"GO:0045892","negative regulation of transcription, DNA-templated","BP",943,209,202,0.000281985401755023,1.16184763638292e-05
"GO:0045937","positive regulation of phosphate metabolic process","BP",651,154,147,7.78377565499421e-05,1.16581911206261e-05
"GO:0010562","positive regulation of phosphorus metabolic process","BP",651,154,147,7.78377565499421e-05,1.16581911206261e-05
"GO:0009896","positive regulation of catabolic process","BP",403,106,96,1.17729946123114e-05,4.61107973226219e-05
"GO:0061564","axon development","BP",371,99,78,1.19192500182987e-05,0.00852353866734052
"GO:0007507","heart development","BP",417,109,92,1.19936121331244e-05,0.00103826951349362
"GO:0051347","positive regulation of transferase activity","BP",431,112,92,1.21505007648253e-05,0.00294098757702744
"GO:0051052","regulation of DNA metabolic process","BP",367,98,83,1.27637924256598e-05,0.000827589553352636
"GO:0048871","multicellular organismal homeostasis","BP",381,89,94,0.00337810872489209,1.29072689299396e-05
