"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0042981","regulation of apoptotic process","BP",1068,442,634,2.07472489170426e-10,2.76443841009802e-09
"GO:0031589","cell-substrate adhesion","BP",274,125,190,3.36071270565806e-06,2.07695767461434e-10
"GO:0014070","response to organic cyclic compound","BP",658,237,412,0.0271513792707396,2.34365048736862e-10
"GO:0043067","regulation of programmed cell death","BP",1089,449,647,2.73674980653376e-10,1.5627936704193e-09
"GO:1901135","carbohydrate derivative metabolic process","BP",744,296,460,1.12072261474082e-05,2.82659838465964e-10
"GO:0051248","negative regulation of protein metabolic process","BP",812,334,498,7.57016160646458e-08,2.85908085087323e-10
"GO:0051493","regulation of cytoskeleton organization","BP",399,185,263,3.76014844745511e-09,3.67037413575013e-10
"GO:0120039","plasma membrane bounded cell projection morphogenesis","BP",503,221,323,3.50384581140262e-08,3.76306315025032e-10
"GO:1901699","cellular response to nitrogen compound","BP",510,205,327,0.000121354340505212,3.78465863606905e-10
"GO:0022411","cellular component disassembly","BP",365,165,243,2.07390717734942e-07,4.06494456577911e-10
"GO:0031401","positive regulation of protein modification process","BP",740,296,457,6.78246180359418e-06,4.06794227698483e-10
"GO:0048858","cell projection morphogenesis","BP",505,221,324,5.15839736458153e-08,4.09565798529415e-10
"GO:0070201","regulation of establishment of protein localization","BP",380,181,251,4.10258313555867e-10,6.78888185076679e-10
"GO:0045595","regulation of cell differentiation","BP",1132,439,674,2.35957357786263e-06,4.16750128058029e-10
"GO:0018205","peptidyl-lysine modification","BP",311,139,211,3.86094122981529e-06,4.70875593014532e-10
"GO:0015980","energy derivation by oxidation of organic compounds","BP",236,84,166,0.16783856881944,5.15787068165592e-10
"GO:0006518","peptide metabolic process","BP",684,288,425,4.90914699006577e-08,5.37867056409627e-10
"GO:0061024","membrane organization","BP",593,263,357,5.85875195276239e-10,1.3560701545396e-06
"GO:0090407","organophosphate biosynthetic process","BP",416,179,272,3.39534250810777e-06,6.42939089908582e-10
"GO:0051301","cell division","BP",475,198,306,1.26115047600201e-05,6.51997728715811e-10
"GO:0035295","tube development","BP",776,302,476,6.58209377395302e-05,6.90662292564609e-10
"GO:0030155","regulation of cell adhesion","BP",554,241,351,2.42138598177511e-08,7.03421778197541e-10
"GO:0006898","receptor-mediated endocytosis","BP",192,103,128,9.6705307928202e-10,4.80758632031883e-06
"GO:0040007","growth","BP",704,274,435,0.00014004311650225,9.76676850021403e-10
"GO:2000026","regulation of multicellular organismal development","BP",985,379,591,2.61502797924481e-05,9.97285959315662e-10
"GO:0010506","regulation of autophagy","BP",264,112,182,0.000408803270895634,1.03723297260404e-09
"GO:0030031","cell projection assembly","BP",440,197,285,3.50886848405682e-08,1.09706664982369e-09
"GO:1903829","positive regulation of protein localization","BP",325,151,218,8.42808986151936e-08,1.17493054050351e-09
"GO:0006897","endocytosis","BP",449,206,290,1.49822670955945e-09,1.22280864254612e-09
"GO:0048812","neuron projection morphogenesis","BP",491,216,314,4.42120235896542e-08,1.2838312773459e-09
"GO:0009790","embryo development","BP",766,315,469,1.83121668072121e-07,1.32582848460038e-09
"GO:0140352","export from cell","BP",602,222,377,0.0112027944332478,1.32832072714387e-09
"GO:0062197","cellular response to chemical stress","BP",253,111,175,8.8951954089494e-05,1.44273383568394e-09
"GO:0006811","ion transport","BP",1111,422,659,3.72026581111908e-05,1.59202604494649e-09
"GO:0006952","defense response","BP",1199,458,707,9.03313412773101e-06,1.64551193722565e-09
"GO:0006091","generation of precursor metabolites and energy","BP",355,127,235,0.0998977384310341,1.74455241394276e-09
"GO:0048646","anatomical structure formation involved in morphogenesis","BP",841,349,510,1.25696250887813e-08,1.80507158977021e-09
"GO:0033993","response to lipid","BP",639,226,397,0.061435367083522,2.03835121062117e-09
"GO:0071407","cellular response to organic cyclic compound","BP",428,162,277,0.00993512786399433,2.11784843418162e-09
"GO:0019752","carboxylic acid metabolic process","BP",698,300,420,2.17328708798454e-09,1.75255821953871e-07
"GO:0043604","amide biosynthetic process","BP",666,288,407,2.18596184246221e-09,2.26798243959894e-08
"GO:0010638","positive regulation of organelle organization","BP",378,163,248,7.85929523873739e-06,2.24674591861149e-09
"GO:0051169","nuclear transport","BP",239,100,166,0.00139427478455786,2.34144891500863e-09
"GO:0006913","nucleocytoplasmic transport","BP",239,100,166,0.00139427478455786,2.34144891500863e-09
"GO:0032940","secretion by cell","BP",560,209,352,0.0077560513620269,2.54140291736441e-09
"GO:0048667","cell morphogenesis involved in neuron differentiation","BP",436,198,281,8.45281753255842e-09,3.03251888224569e-09
"GO:0051640","organelle localization","BP",417,185,270,1.98714341821424e-07,3.16378762560911e-09
"GO:0120031","plasma membrane bounded cell projection assembly","BP",431,195,278,1.55746102883001e-08,3.26972469062719e-09
"GO:0040011","locomotion","BP",1348,529,786,3.43507920312174e-08,3.3506953686633e-09
"GO:0032269","negative regulation of cellular protein metabolic process","BP",761,314,464,1.31143626612339e-07,3.59785639206423e-09
"GO:0032970","regulation of actin filament-based process","BP",277,117,188,0.000378501146720635,3.93131533152225e-09
"GO:0030162","regulation of proteolysis","BP",535,225,337,1.56102676738485e-06,3.95123500669717e-09
"GO:0006979","response to oxidative stress","BP",323,137,215,0.000101316783118154,4.18338460811219e-09
"GO:0009755","hormone-mediated signaling pathway","BP",147,64,109,0.00313113221543626,4.41797829745056e-09
"GO:0008283","cell population proliferation","BP",1405,547,816,6.9746548369326e-08,4.47497668759214e-09
"GO:0120035","regulation of plasma membrane bounded cell projection organization","BP",488,200,310,3.91186273134541e-05,4.63310819523563e-09
"GO:1990778","protein localization to cell periphery","BP",259,127,177,1.94248318737145e-08,4.98084879264933e-09
"GO:0000122","negative regulation of transcription by RNA polymerase II","BP",696,254,427,0.0121762745937052,5.11960284911550e-09
"GO:0002682","regulation of immune system process","BP",1029,402,611,2.75006552231746e-06,5.14855346101916e-09
"GO:0060284","regulation of cell development","BP",382,150,249,0.00277128526402197,5.16957997597878e-09
"GO:0051223","regulation of protein transport","BP",358,167,235,1.25575260155686e-08,5.48031874627113e-09
"GO:0071417","cellular response to organonitrogen compound","BP",464,182,296,0.00113118652747811,5.51360324428195e-09
"GO:0045597","positive regulation of cell differentiation","BP",616,252,382,4.84771977516785e-06,5.63779785780843e-09
"GO:0007507","heart development","BP",417,176,269,1.61081327570017e-05,5.75953983068975e-09
"GO:0051668","localization within membrane","BP",489,219,302,5.960315896771e-09,3.78468578155048e-07
"GO:0043254","regulation of protein-containing complex assembly","BP",307,130,205,0.000163371708831423,6.42196822936117e-09
"GO:0043436","oxoacid metabolic process","BP",719,305,429,8.09577266558712e-09,4.9119580394032e-07
"GO:0007015","actin filament organization","BP",325,137,215,0.000141587741314195,9.20690847595999e-09
"GO:0140694","non-membrane-bounded organelle assembly","BP",294,142,190,1.00646760010201e-08,7.92012781285416e-07
"GO:0007160","cell-matrix adhesion","BP",176,82,126,6.2167646667867e-05,1.11783283777545e-08
"GO:0010639","negative regulation of organelle organization","BP",271,125,183,1.68283470516562e-06,1.14178802863411e-08
"GO:0006397","mRNA processing","BP",368,171,235,1.19254230207548e-08,1.77998528437388e-07
"GO:0050890","cognition","BP",228,115,140,1.22744727787603e-08,0.000665479817290109
"GO:1901137","carbohydrate derivative biosynthetic process","BP",456,190,290,1.9270993660287e-05,1.22999549141934e-08
"GO:0051046","regulation of secretion","BP",428,160,274,0.0168004774644297,1.23554230789151e-08
"GO:0008380","RNA splicing","BP",323,153,208,1.44150638074576e-08,3.59876139079015e-07
"GO:0051345","positive regulation of hydrolase activity","BP",432,180,276,3.14892439025179e-05,1.45569788702776e-08
"GO:0032984","protein-containing complex disassembly","BP",188,85,133,0.000168350019509609,1.48853219217615e-08
"GO:0034660","ncRNA metabolic process","BP",448,194,285,8.01401837152049e-07,1.56943933427898e-08
"GO:1902533","positive regulation of intracellular signal transduction","BP",723,305,427,1.57614564469056e-08,2.39000142311519e-06
"GO:0045785","positive regulation of cell adhesion","BP",323,148,213,3.21548972820135e-07,1.598333590244e-08
"GO:0034599","cellular response to oxidative stress","BP",213,92,148,0.00063837094023747,1.62816774216464e-08
"GO:0010256","endomembrane system organization","BP",406,185,256,1.90197866440129e-08,2.52547743892151e-07
"GO:0030522","intracellular receptor signaling pathway","BP",210,96,146,3.94256907009516e-05,1.91244400083487e-08
"GO:1904951","positive regulation of establishment of protein localization","BP",220,108,152,2.01400694036505e-07,1.91287062078764e-08
"GO:0072659","protein localization to plasma membrane","BP",220,102,152,1.10772462756857e-05,1.91287062078764e-08
"GO:0051656","establishment of organelle localization","BP",315,145,208,3.01220910354259e-07,1.99881631700774e-08
"GO:0001816","cytokine production","BP",571,230,354,4.13808208861658e-05,2.12410345106331e-08
"GO:0060271","cilium assembly","BP",281,128,188,2.83888142317649e-06,2.15348419858651e-08
"GO:1902414","protein localization to cell junction","BP",73,47,42,2.18019731192275e-08,0.144720318541367
"GO:0006955","immune response","BP",1257,486,731,1.00240388361724e-06,2.25108740221029e-08
"GO:0051338","regulation of transferase activity","BP",657,268,402,3.19801794212016e-06,2.25150860458138e-08
"GO:0060627","regulation of vesicle-mediated transport","BP",395,167,254,2.34019413594388e-05,2.322926968634e-08
"GO:1901652","response to peptide","BP",362,143,235,0.00263557023007585,2.34217350484241e-08
"GO:0071383","cellular response to steroid hormone stimulus","BP",161,65,116,0.0206912415959433,2.34394693331191e-08
"GO:0031344","regulation of cell projection organization","BP",504,205,316,5.39742677985798e-05,2.39928676222928e-08
"GO:0006281","DNA repair","BP",425,182,271,4.04380358052019e-06,2.56138631345731e-08
"GO:0032886","regulation of microtubule-based process","BP",206,105,129,2.56934266762289e-08,0.000339125393608605
"GO:0051099","positive regulation of binding","BP",129,52,96,0.0364626918904235,2.6781987825038e-08
"GO:0043434","response to peptide hormone","BP",297,118,197,0.00472816931118297,2.78240918350846e-08
"GO:0006082","organic acid metabolic process","BP",735,308,437,2.95698174959149e-08,6.66120913352489e-07
"GO:0044092","negative regulation of molecular function","BP",828,330,496,2.96642106423861e-06,3.08048373822671e-08
"GO:0009896","positive regulation of catabolic process","BP",403,181,258,9.53177698910687e-08,3.25783756933406e-08
"GO:0016477","cell migration","BP",1086,418,637,9.73187857174153e-06,3.34624751333168e-08
"GO:0044770","cell cycle phase transition","BP",412,175,263,1.09448380759633e-05,3.5408923800513e-08
"GO:0010628","positive regulation of gene expression","BP",847,345,506,1.50323159166365e-07,3.69569482766031e-08
"GO:0048878","chemical homeostasis","BP",849,316,507,0.0015552721445643,3.84387884345636e-08
"GO:0018022","peptidyl-lysine methylation","BP",117,55,88,0.000717664575562592,4.31743633983548e-08
"GO:0033157","regulation of intracellular protein transport","BP",167,78,119,8.36097283103153e-05,4.3632335616777e-08
"GO:0034968","histone lysine methylation","BP",106,50,81,0.00111243988560514,4.37713220631816e-08
"GO:0045859","regulation of protein kinase activity","BP",485,200,304,2.52212167961672e-05,4.59082594699208e-08
"GO:0050776","regulation of immune response","BP",642,267,392,5.25298460667875e-07,4.71651384864076e-08
"GO:0022604","regulation of cell morphogenesis","BP",227,96,155,0.00114342492357056,4.79149876234299e-08
"GO:0032101","regulation of response to external stimulus","BP",691,265,419,0.000518719178605982,5.2303615359591e-08
"GO:0072657","protein localization to membrane","BP",437,195,271,5.58217802597298e-08,9.04413981494754e-07
"GO:0009314","response to radiation","BP",342,130,222,0.0166027769094881,5.72132442612412e-08
"GO:0046486","glycerolipid metabolic process","BP",292,114,193,0.0100149660020545,5.73295384358878e-08
"GO:0008610","lipid biosynthetic process","BP",527,215,327,2.88026359037917e-05,6.44516888588033e-08
"GO:0043549","regulation of kinase activity","BP",568,230,350,2.76845271404667e-05,6.44578389557888e-08
"GO:0098609","cell-cell adhesion","BP",692,282,419,1.95976138824271e-06,6.63319891024271e-08
"GO:0034097","response to cytokine","BP",683,277,414,3.78936084596303e-06,6.6604933558046e-08
"GO:0051222","positive regulation of protein transport","BP",206,101,142,5.31101094584498e-07,6.94655718577572e-08
"GO:1903311","regulation of mRNA metabolic process","BP",238,116,161,1.18422223018949e-07,7.07707733181404e-08
"GO:0035239","tube morphogenesis","BP",637,252,388,7.6285878522487e-05,8.10305110486766e-08
"GO:0010720","positive regulation of cell development","BP",230,96,156,0.00187579138126648,8.61142825036114e-08
"GO:0043207","response to external biotic stimulus","BP",1029,398,603,9.40461924030949e-06,9.4625219900548e-08
"GO:0005975","carbohydrate metabolic process","BP",431,164,272,0.00765031586388554,9.61934395193101e-08
"GO:0007611","learning or memory","BP",198,100,121,9.81504262261248e-08,0.00189602625040379
"GO:0042176","regulation of protein catabolic process","BP",309,136,202,1.27137890207747e-05,1.01399419441621e-07
"GO:0071396","cellular response to lipid","BP",419,151,265,0.0644947405138987,1.06184290147858e-07
"GO:0001817","regulation of cytokine production","BP",561,225,345,6.84203575851623e-05,1.07046919698221e-07
"GO:0034329","cell junction assembly","BP",326,151,196,1.07097874387615e-07,0.000336991988665183
"GO:0043086","negative regulation of catalytic activity","BP",565,228,347,3.88691370897611e-05,1.1945646519013e-07
"GO:0048870","cell motility","BP",1228,473,710,2.28250721575865e-06,1.25769520385085e-07
"GO:0051674","localization of cell","BP",1228,473,710,2.28250721575865e-06,1.25769520385085e-07
"GO:0051707","response to other organism","BP",1027,398,601,7.60317479388718e-06,1.29711704573928e-07
"GO:0050808","synapse organization","BP",332,153,208,1.31586234443332e-07,6.10626140626184e-06
"GO:0043401","steroid hormone mediated signaling pathway","BP",106,47,80,0.00688278617209097,1.36619814486009e-07
"GO:0000375","RNA splicing, via transesterification reactions","BP",241,117,153,1.36825908486133e-07,3.67282340588331e-05
"GO:0048598","embryonic morphogenesis","BP",410,183,241,1.38485228014547e-07,0.000518835706197275
"GO:0031400","negative regulation of protein modification process","BP",390,158,248,0.00045250206228862,1.38990774359402e-07
